yindex,Xindex,Height,resLayer1,resLayer2,resLayer3,resLayer4,resLayer5,resLayer6,resLayer7,resLayer8,resLayer9,resLayer10,resLayer11,resLayer12,resLayer13,resLayer14,resLayer15,resLayer16,resLayer17,resLayer18,resLayer19,resLayer20,resLayer21,resLayer22,resLayer23,resLayer24,resLayer25,resLayer26,resLayer27,resLayer28,resLayer29,resLayer30,resLayer31,resLayer32,resLayer33,resLayer34,resLayer35,resLayer36,resLayer37,resLayer38,resLayer39,resLayer40,resLayer41,resLayer42,resLayer43,resLayer44,resLayer45,resLayer46,resLayer47,resLayer48,resLayer49,resLayer50,resLayer51,resLayer52,resLayer53,resLayer54,resLayer55,resLayer56,resLayer57,resLayer58,resLayer59,resLayer60,resLayer61,resLayer62,resLayer63,resLayer64,resLayer65,resLayer66,resLayer67,resLayer68,resLayer69,resLayer70,resLayer71,resLayer72,resLayer73,resLayer74,resLayer75,resLayer76,resLayer77,resLayer78,resLayer79,resLayer80,resLayer81,resLayer82,resLayer83,resLayer84,resLayer85,resLayer86,resLayer87,resLayer88,resLayer89,resLayer90,resLayer91,resLayer92,resLayer93,resLayer94,resLayer95,resLayer96,resLayer97,resLayer98,resLayer99,resLayer100,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100
87,36,1.0948,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.62882,-2.65082,-2.67287,-2.69498,-2.71716,-2.7394,-2.76171,-2.7841,-2.80658,-2.82914,-2.85179,-2.87455,-2.89742,-2.92039,-2.94349,-2.96672,-2.99009,-3.01361,-3.03729,-3.06115,-3.0852,-3.10947,-3.13395,-3.15869,-3.18369,-3.20898,-3.23459,-3.26055,-3.28687,-3.31358,-3.34073,-3.36832,-3.3964,-3.42499,-3.45411,-3.48381,-3.51409,-3.54499,-3.57653,-3.60873,-3.64162,-3.67522,-3.70954,-3.74461,-3.78044,-3.81705,-3.85444,-3.89265,-3.93168,-3.97154,-4.01225,-4.05381,-4.09625,-4.13957,-4.18378,-4.22889,-4.2749,-4.32184,-4.36972,-4.41853,-4.46828,-4.51899,-4.57066,-4.62332,-4.67694,-4.73154,-4.78712,-4.8437,-4.90129,-4.95988,-5.01946,-5.08005,-5.14167,-5.20429,-5.26791,-5.33251,-5.39814,-5.4648,-5.53247,-5.60112,-5.67074,-5.74135,-5.81297,-5.88558,-5.95913,-6.03364,-6.10909,-6.18551,-6.26284,-6.34108,-6.42025,-6.50034,-6.58131,-6.66309,-6.74565,-6.82909,-6.91345,-6.9987,-7.08472,-7.17147
88,36,1.1041,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.63347,-2.65548,-2.67754,-2.69966,-2.72185,-2.7441,-2.76642,-2.78883,-2.81131,-2.83388,-2.85655,-2.87932,-2.90219,-2.92517,-2.94828,-2.97152,-2.9949,-3.01843,-3.04212,-3.06599,-3.09006,-3.11433,-3.13883,-3.16358,-3.1886,-3.21391,-3.23954,-3.26551,-3.29185,-3.31859,-3.34576,-3.37338,-3.40149,-3.43011,-3.45926,-3.48899,-3.51931,-3.55024,-3.58182,-3.61407,-3.647,-3.68064,-3.71501,-3.75012,-3.78599,-3.82265,-3.86009,-3.89834,-3.93742,-3.97733,-4.01808,-4.0597,-4.10218,-4.14555,-4.18981,-4.23496,-4.28103,-4.32801,-4.37594,-4.4248,-4.4746,-4.52535,-4.57708,-4.62978,-4.68346,-4.7381,-4.79372,-4.85036,-4.908,-4.96663,-5.02626,-5.0869,-5.14857,-5.21124,-5.2749,-5.33955,-5.40523,-5.47194,-5.53965,-5.60834,-5.67801,-5.74867,-5.82033,-5.89298,-5.96658,-6.04113,-6.11663,-6.19309,-6.27046,-6.34874,-6.42795,-6.50808,-6.58909,-6.67091,-6.75351,-6.83699,-6.92138,-7.00666,-7.09272,-7.1795
89,36,1.1089,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.62243,-2.64489,-2.6674,-2.68996,-2.71258,-2.73526,-2.75802,-2.78084,-2.80374,-2.82673,-2.8498,-2.87297,-2.89624,-2.91962,-2.94311,-2.96674,-2.99049,-3.0144,-3.03846,-3.06269,-3.08711,-3.11174,-3.13658,-3.16167,-3.18702,-3.21266,-3.23862,-3.26491,-3.29156,-3.31861,-3.34608,-3.374,-3.40239,-3.4313,-3.46074,-3.49074,-3.52133,-3.55253,-3.58437,-3.61687,-3.65006,-3.68395,-3.71856,-3.75391,-3.79002,-3.82691,-3.86458,-3.90306,-3.94236,-3.9825,-4.02347,-4.06529,-4.10799,-4.15156,-4.19603,-4.24138,-4.28764,-4.33482,-4.38294,-4.43198,-4.48197,-4.5329,-4.58481,-4.63769,-4.69153,-4.74634,-4.80213,-4.85893,-4.91673,-4.97552,-5.0353,-5.09609,-5.1579,-5.22072,-5.28452,-5.34931,-5.41512,-5.48196,-5.5498,-5.61862,-5.68841,-5.75919,-5.83097,-5.90374,-5.97745,-6.0521,-6.12771,-6.20427,-6.28174,-6.36012,-6.43942,-6.51965,-6.60075,-6.68265,-6.76534,-6.84889,-6.93336,-7.01871,-7.10484,-7.19169
90,36,1.1236,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.58801,-2.61137,-2.63478,-2.65823,-2.68173,-2.70528,-2.72889,-2.75256,-2.7763,-2.80011,-2.824,-2.84797,-2.87204,-2.8962,-2.92047,-2.94485,-2.96935,-2.99399,-3.01878,-3.04372,-3.06883,-3.09414,-3.11965,-3.14539,-3.17138,-3.19764,-3.22419,-3.25106,-3.27829,-3.30588,-3.33388,-3.36232,-3.39121,-3.4206,-3.4505,-3.48095,-3.51198,-3.5436,-3.57585,-3.60874,-3.64231,-3.67657,-3.71154,-3.74724,-3.78369,-3.82091,-3.8589,-3.89769,-3.9373,-3.97773,-4.01899,-4.0611,-4.10406,-4.14791,-4.19264,-4.23824,-4.28475,-4.33217,-4.38052,-4.4298,-4.48001,-4.53116,-4.58327,-4.63636,-4.6904,-4.7454,-4.80138,-4.85836,-4.91633,-4.97529,-5.03524,-5.09619,-5.15815,-5.22111,-5.28506,-5.34998,-5.41593,-5.4829,-5.55086,-5.6198,-5.6897,-5.76059,-5.83247,-5.90534,-5.97914,-6.05389,-6.12958,-6.20623,-6.28378,-6.36223,-6.44161,-6.52189,-6.60306,-6.68503,-6.76777,-6.85138,-6.93589,-7.02128,-7.10745,-7.19434
91,36,1.1328,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.56742,-2.5914,-2.61541,-2.63946,-2.66355,-2.68769,-2.71188,-2.73613,-2.76043,-2.78481,-2.80925,-2.83377,-2.85838,-2.88308,-2.90788,-2.93278,-2.9578,-2.98295,-3.00824,-3.03367,-3.05927,-3.08506,-3.11104,-3.13724,-3.16368,-3.19038,-3.21737,-3.24467,-3.27231,-3.30031,-3.32872,-3.35754,-3.38682,-3.41658,-3.44685,-3.47766,-3.50904,-3.54101,-3.57359,-3.60681,-3.6407,-3.67528,-3.71056,-3.74656,-3.78331,-3.82082,-3.8591,-3.89817,-3.93805,-3.97876,-4.02028,-4.06265,-4.10588,-4.14997,-4.19495,-4.2408,-4.28754,-4.3352,-4.38378,-4.43328,-4.48371,-4.53508,-4.5874,-4.6407,-4.69494,-4.75014,-4.80632,-4.86349,-4.92165,-4.98079,-5.04091,-5.10204,-5.16417,-5.2273,-5.29141,-5.3565,-5.4226,-5.48972,-5.55783,-5.62691,-5.69695,-5.76798,-5.84,-5.91299,-5.98693,-6.06179,-6.13761,-6.21437,-6.29204,-6.37059,-6.45008,-6.53047,-6.61173,-6.6938,-6.77664,-6.86033,-6.94492,-7.03038,-7.11663,-7.20359
92,36,1.151,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.50819,-2.53334,-2.55851,-2.58372,-2.60895,-2.63422,-2.65953,-2.68489,-2.7103,-2.73576,-2.76127,-2.78686,-2.81252,-2.83825,-2.86407,-2.88998,-2.916,-2.94212,-2.96836,-2.99474,-3.02126,-3.04795,-3.07481,-3.10186,-3.12913,-3.15663,-3.1844,-3.21245,-3.24081,-3.26951,-3.29857,-3.32803,-3.35791,-3.38824,-3.41906,-3.45038,-3.48225,-3.51468,-3.5477,-3.58135,-3.61563,-3.65058,-3.68621,-3.72256,-3.75963,-3.79744,-3.83601,-3.87536,-3.91551,-3.95646,-3.99823,-4.04083,-4.08427,-4.12858,-4.17376,-4.2198,-4.26673,-4.31456,-4.36331,-4.41297,-4.46354,-4.51505,-4.56751,-4.62093,-4.67529,-4.73061,-4.78689,-4.84415,-4.9024,-4.96163,-5.02183,-5.08302,-5.14522,-5.20841,-5.27257,-5.3377,-5.40384,-5.47099,-5.53914,-5.60824,-5.6783,-5.74935,-5.82137,-5.89437,-5.96831,-6.04317,-6.11898,-6.19573,-6.27338,-6.35193,-6.43139,-6.51176,-6.593,-6.67504,-6.75785,-6.84151,-6.92606,-7.01149,-7.09769,-7.18462
93,36,1.139,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.44984,-2.4759,-2.50198,-2.52807,-2.55419,-2.58034,-2.60652,-2.63273,-2.65899,-2.68529,-2.71165,-2.73806,-2.76453,-2.79107,-2.81768,-2.84438,-2.87116,-2.89804,-2.92502,-2.95212,-2.97934,-3.0067,-3.03422,-3.06191,-3.08978,-3.11787,-3.14618,-3.17474,-3.20358,-3.23271,-3.26218,-3.29201,-3.32221,-3.35284,-3.3839,-3.41545,-3.44749,-3.48007,-3.5132,-3.54693,-3.58127,-3.61624,-3.65188,-3.6882,-3.72522,-3.76298,-3.80147,-3.84072,-3.88076,-3.92159,-3.96323,-4.00568,-4.04897,-4.09312,-4.13812,-4.18398,-4.23073,-4.27836,-4.32691,-4.37636,-4.42673,-4.47802,-4.53025,-4.58344,-4.63757,-4.69264,-4.74868,-4.80569,-4.86369,-4.92265,-4.98259,-5.04352,-5.10545,-5.16836,-5.23224,-5.2971,-5.36296,-5.42982,-5.49768,-5.56649,-5.63627,-5.70702,-5.77875,-5.85146,-5.9251,-5.99967,-6.07518,-6.15164,-6.229,-6.30725,-6.38642,-6.4665,-6.54745,-6.62921,-6.71174,-6.79512,-6.87941,-6.96458,-7.05052,-7.13719
94,36,1.1388,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.40644,-2.43321,-2.45999,-2.48679,-2.5136,-2.54044,-2.56731,-2.59421,-2.62114,-2.64812,-2.67514,-2.70221,-2.72934,-2.75653,-2.78378,-2.81111,-2.83851,-2.86601,-2.8936,-2.92129,-2.9491,-2.97704,-3.00512,-3.03335,-3.06175,-3.09034,-3.11914,-3.14816,-3.17744,-3.207,-3.23686,-3.26705,-3.2976,-3.32853,-3.35989,-3.39169,-3.42397,-3.45675,-3.49007,-3.52396,-3.55844,-3.59353,-3.62926,-3.66566,-3.70275,-3.74055,-3.77907,-3.81835,-3.85839,-3.89922,-3.94084,-3.98327,-4.02653,-4.07064,-4.1156,-4.16141,-4.20809,-4.25566,-4.30414,-4.35351,-4.40379,-4.455,-4.50714,-4.56023,-4.61426,-4.66923,-4.72515,-4.78205,-4.83993,-4.89877,-4.95858,-5.01938,-5.08117,-5.14395,-5.20769,-5.2724,-5.33811,-5.40483,-5.47254,-5.5412,-5.61081,-5.68141,-5.75298,-5.82553,-5.899,-5.97341,-6.04876,-6.12506,-6.20225,-6.28033,-6.35934,-6.43926,-6.52004,-6.60163,-6.684,-6.76723,-6.85136,-6.93638,-7.02217,-7.10868
95,36,1.1477,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.37423,-2.40181,-2.4294,-2.45701,-2.48462,-2.51226,-2.53993,-2.56762,-2.59534,-2.6231,-2.6509,-2.67875,-2.70664,-2.73459,-2.7626,-2.79068,-2.81883,-2.84706,-2.87538,-2.90379,-2.93231,-2.96094,-2.9897,-3.0186,-3.04765,-3.07687,-3.10628,-3.1359,-3.16575,-3.19585,-3.22623,-3.25692,-3.28793,-3.31931,-3.35107,-3.38326,-3.41589,-3.449,-3.48262,-3.51677,-3.5515,-3.58681,-3.62274,-3.65932,-3.69656,-3.7345,-3.77314,-3.81252,-3.85265,-3.89355,-3.93523,-3.97771,-4.02101,-4.06515,-4.11012,-4.15594,-4.20263,-4.25019,-4.29865,-4.34801,-4.39826,-4.44943,-4.50153,-4.55457,-4.60855,-4.66345,-4.71931,-4.77614,-4.83394,-4.8927,-4.95243,-5.01313,-5.07483,-5.1375,-5.20114,-5.26574,-5.33134,-5.39794,-5.46552,-5.53405,-5.60354,-5.674,-5.74544,-5.81785,-5.89119,-5.96546,-6.04066,-6.11681,-6.19386,-6.2718,-6.35066,-6.43042,-6.51105,-6.59249,-6.67471,-6.75779,-6.84178,-6.92665,-7.0123,-7.09866
96,36,1.1685,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.34643,-2.37442,-2.40243,-2.43044,-2.45847,-2.48651,-2.51458,-2.54268,-2.5708,-2.59896,-2.62715,-2.65539,-2.68367,-2.71201,-2.7404,-2.76885,-2.79738,-2.82598,-2.85465,-2.88342,-2.91228,-2.94125,-2.97033,-2.99954,-3.02889,-3.0584,-3.08807,-3.11793,-3.148,-3.17829,-3.20884,-3.23967,-3.27079,-3.30224,-3.33406,-3.36626,-3.39888,-3.43194,-3.46548,-3.49953,-3.53411,-3.56926,-3.605,-3.64137,-3.67837,-3.71605,-3.75442,-3.79351,-3.83333,-3.87391,-3.91527,-3.95741,-4.00035,-4.04413,-4.08874,-4.13419,-4.1805,-4.22768,-4.27575,-4.32472,-4.37458,-4.42535,-4.47705,-4.52969,-4.58326,-4.63776,-4.69321,-4.74962,-4.80701,-4.86535,-4.92466,-4.98495,-5.04622,-5.10848,-5.17169,-5.23587,-5.30105,-5.36723,-5.43439,-5.50249,-5.57156,-5.6416,-5.71262,-5.78461,-5.85753,-5.93139,-6.00618,-6.08192,-6.15855,-6.23609,-6.31455,-6.39391,-6.47415,-6.55519,-6.63703,-6.71974,-6.80338,-6.88789,-6.97319,-7.0592
97,36,1.1464,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.3561,-2.38379,-2.41149,-2.4392,-2.46692,-2.49466,-2.52243,-2.55022,-2.57804,-2.60589,-2.63378,-2.66172,-2.68971,-2.71774,-2.74584,-2.77399,-2.80222,-2.83052,-2.85891,-2.88738,-2.91594,-2.94462,-2.9734,-3.00231,-3.03136,-3.06055,-3.08991,-3.11946,-3.1492,-3.17916,-3.20936,-3.23983,-3.27059,-3.30166,-3.33309,-3.36488,-3.39708,-3.42972,-3.46282,-3.49641,-3.53053,-3.5652,-3.60046,-3.63632,-3.67283,-3.71,-3.74785,-3.78642,-3.82572,-3.86577,-3.90659,-3.9482,-3.99062,-4.03386,-4.07794,-4.12286,-4.16865,-4.2153,-4.26285,-4.3113,-4.36064,-4.4109,-4.46209,-4.51422,-4.56728,-4.62128,-4.67622,-4.73214,-4.78904,-4.84689,-4.90571,-4.96552,-5.02631,-5.08809,-5.15083,-5.21453,-5.27925,-5.34497,-5.41167,-5.47932,-5.54794,-5.61754,-5.68812,-5.75967,-5.83216,-5.90558,-5.97996,-6.05528,-6.1315,-6.20863,-6.28669,-6.36566,-6.44551,-6.52616,-6.60762,-6.68999,-6.77328,-6.85746,-6.94241,-7.0281
